AERONET Version 3
Sao_Paulo
Version 3: Almucantar Level 1.5 Inversion
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
All Points,Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br 
UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Refractive_Index-Real_Part[440nm],Refractive_Index-Real_Part[675nm],Refractive_Index-Real_Part[870nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Imaginary_Part[440nm],Refractive_Index-Imaginary_Part[675nm],Refractive_Index-Imaginary_Part[870nm],Refractive_Index-Imaginary_Part[1020nm],Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Sao_Paulo,20:09:2017,19:34:29,263,263.815613,1.512000,1.501000,1.514100,1.515500,0.016993,0.009477,0.010157,0.010651,71.405348,70.729141,1.036183,0.009437,0.211425,4,10,7,6,4,10,7,6,4,10,7,4,4,10,7,5,0.061720,0.120280,0.237860,0.248470,1,1,11:07:2018,10:44:16,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:09:2017,19:56:39,263,263.831007,1.556300,1.476000,1.468700,1.460500,0.014266,0.012492,0.011775,0.011925,76.415235,75.736206,1.284414,0.007572,0.216970,4,10,7,6,4,10,7,6,4,9,3,4,4,10,2,3,0.065520,0.128680,0.255670,0.265570,0,1,11:07:2018,10:44:30,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:09:2017,10:06:21,265,265.421076,1.508000,1.505900,1.523400,1.519100,0.020004,0.010689,0.010333,0.010496,74.068965,74.749140,1.696401,0.023517,0.284759,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063830,0.126270,0.256300,0.269420,1,1,11:07:2018,10:44:43,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:09:2017,10:28:21,265,265.436354,1.562800,1.558500,1.585100,1.587500,0.018778,0.011035,0.011620,0.010908,69.093208,69.770076,1.265203,0.015453,0.269709,4,10,6,6,4,10,6,6,4,10,7,6,4,10,7,5,0.060620,0.118690,0.239380,0.252290,1,1,11:07:2018,10:45:21,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:09:2017,11:15:25,265,265.469039,1.600000,1.590800,1.600000,1.600000,0.009138,0.006739,0.006238,0.006181,58.579113,59.241700,3.045445,0.200603,0.256768,4,10,7,5,4,10,7,5,3,11,7,4,3,11,7,5,0.056130,0.108100,0.215500,0.228220,1,1,11:07:2018,10:45:14,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:09:2017,11:43:00,265,265.488194,1.600000,1.591200,1.600000,1.600000,0.008448,0.006964,0.006747,0.006708,52.555679,53.203985,2.730627,0.292056,0.245437,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.054460,0.104160,0.206450,0.219150,1,1,11:07:2018,10:44:40,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:09:2017,10:05:15,266,266.420313,1.519400,1.523400,1.542500,1.541200,0.014928,0.007336,0.007467,0.007824,74.077722,74.758537,0.972548,0.008623,0.237108,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063830,0.126270,0.256330,0.269460,1,1,11:07:2018,10:45:00,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:09:2017,10:27:15,266,266.435590,1.538400,1.543500,1.561300,1.562300,0.015299,0.006673,0.006390,0.006644,69.096232,69.773993,1.017751,0.007527,0.233888,4,10,6,6,4,10,6,6,4,10,7,6,4,10,7,6,0.060620,0.118690,0.239380,0.252300,1,1,11:07:2018,10:45:19,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:09:2017,11:14:13,266,266.468206,1.600000,1.595600,1.600000,1.600000,0.016917,0.009822,0.008804,0.008669,58.584862,59.249065,2.937668,0.169521,0.245156,4,10,7,5,4,10,7,5,3,11,7,5,3,11,7,5,0.056130,0.108100,0.215510,0.228240,1,1,11:07:2018,10:44:24,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:09:2017,11:41:45,266,266.487326,1.600000,1.580600,1.600000,1.600000,0.020550,0.012703,0.011594,0.011314,52.554614,53.205133,3.049835,0.352808,0.258300,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.054460,0.104160,0.206450,0.219150,1,1,11:07:2018,10:44:53,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,26:09:2017,10:02:04,269,269.418102,1.430000,1.434600,1.442900,1.439300,0.008755,0.004642,0.004519,0.004531,74.085921,74.768400,1.475955,0.007875,0.454144,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063840,0.126300,0.256380,0.269490,1,1,11:07:2018,10:44:57,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,26:09:2017,10:24:02,269,269.433356,1.434100,1.433800,1.443700,1.443300,0.008828,0.004337,0.003782,0.003817,69.096769,69.776935,2.374558,0.014990,0.459097,4,10,6,6,4,10,6,6,4,10,7,6,4,10,7,6,0.060610,0.118680,0.239370,0.252310,1,1,11:07:2018,10:45:31,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,26:09:2017,11:10:47,269,269.465822,1.443500,1.448700,1.460100,1.459200,0.009661,0.007552,0.007468,0.007470,58.580367,59.249041,2.470435,0.036891,0.477279,4,10,7,5,4,10,7,4,3,11,7,5,3,11,7,4,0.056120,0.108090,0.215500,0.228240,1,1,11:07:2018,10:47:12,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,26:09:2017,11:38:02,269,269.484745,1.330000,1.359900,1.381400,1.392700,0.005644,0.003682,0.003348,0.003283,52.563068,53.219836,3.016040,0.122591,0.454352,3,10,7,4,3,10,7,4,3,10,8,3,4,10,8,3,0.054460,0.104160,0.206470,0.219170,1,1,11:07:2018,10:46:29,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,27:09:2017,10:01:00,270,270.417361,1.393200,1.399900,1.407300,1.404900,0.010143,0.006590,0.005871,0.005693,74.093047,74.775998,0.985699,0.004146,0.518617,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063850,0.126320,0.256410,0.269520,1,1,11:07:2018,10:46:33,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,27:09:2017,10:22:55,270,270.432581,1.398300,1.403100,1.410000,1.407400,0.011765,0.006634,0.005730,0.005820,69.110794,69.791680,1.530783,0.009455,0.523401,4,10,6,6,4,10,6,6,4,10,7,6,4,10,7,6,0.060620,0.118700,0.239430,0.252350,1,1,11:07:2018,10:47:24,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,27:09:2017,11:09:39,270,270.465035,1.330700,1.363000,1.385900,1.393900,0.009516,0.005688,0.005328,0.005378,58.581751,59.251806,2.709549,0.036680,0.517105,4,10,7,5,4,10,7,5,3,11,7,4,3,11,7,5,0.056120,0.108090,0.215500,0.228240,1,1,11:07:2018,10:48:01,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,27:09:2017,11:36:49,270,270.483900,1.332700,1.361700,1.385000,1.394900,0.009859,0.006248,0.006026,0.006149,52.567644,53.226359,2.940161,0.053159,0.543222,3,10,7,4,3,10,7,4,3,10,8,4,4,10,8,4,0.054460,0.104170,0.206480,0.219180,1,1,11:07:2018,10:46:05,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,27:09:2017,18:23:10,270,270.766088,1.583400,1.586800,1.600000,1.600000,0.002740,0.002542,0.002524,0.002529,54.798834,54.136946,6.243065,0.329731,0.538904,4,10,7,3,4,10,8,3,4,10,7,3,4,10,8,4,0.055150,0.105410,0.208520,0.220390,0,1,11:07:2018,10:44:52,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:09:2017,09:59:56,271,271.416620,1.367200,1.391200,1.410000,1.414600,0.010581,0.007312,0.006699,0.006601,74.101906,74.785287,2.192232,0.015716,0.571813,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063860,0.126330,0.256430,0.269560,1,1,11:07:2018,10:46:26,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:09:2017,10:21:54,271,271.431875,1.367300,1.395100,1.415000,1.422200,0.009694,0.005931,0.005393,0.005216,69.104178,69.785726,2.174809,0.020915,0.535696,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.060620,0.118700,0.239410,0.252340,1,1,11:07:2018,10:46:29,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:09:2017,11:08:30,271,271.464236,1.352900,1.382700,1.406300,1.416000,0.008549,0.005605,0.005273,0.005162,58.589706,59.261094,2.164164,0.041523,0.555595,4,10,6,5,4,10,6,5,3,11,7,5,3,11,7,5,0.056130,0.108100,0.215520,0.228260,1,1,11:07:2018,10:46:38,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:09:2017,11:35:37,271,271.483067,1.330000,1.362100,1.389800,1.400900,0.007300,0.004760,0.004852,0.004976,52.572012,53.232604,2.115119,0.038034,0.522975,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.054460,0.104170,0.206480,0.219180,1,1,11:07:2018,10:48:08,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,05:10:2017,11:00:55,278,278.458970,1.536400,1.539300,1.538100,1.537600,0.155050,0.316790,0.449850,0.500000,58.628072,59.307172,6.084753,0.272908,0.355672,3,10,7,5,4,10,7,4,3,11,7,4,3,11,6,3,0.057960,0.110590,0.220020,0.233200,0,1,11:07:2018,10:47:24,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,05:10:2017,11:27:44,278,278.477593,1.458300,1.450900,1.461400,1.465100,0.006789,0.008370,0.008972,0.009067,52.591545,53.263318,6.528481,0.251952,0.179943,3,10,7,4,3,10,8,4,3,10,7,2,4,10,5,3,0.056180,0.106380,0.210550,0.223730,0,1,11:02:2021,18:13:09,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,09:10:2017,10:10:54,282,282.424236,1.600000,1.600000,1.600000,1.600000,0.051886,0.142580,0.225770,0.308900,69.151489,69.837469,25.203337,1.077398,0.516097,4,10,7,3,4,10,4,1,4,10,4,1,4,10,3,1,0.062220,0.120590,0.245650,0.257780,0,1,11:02:2021,19:24:45,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,09:10:2017,10:56:55,282,282.456192,1.600000,1.600000,1.600000,1.600000,0.125600,0.347730,0.500000,0.500000,58.650865,59.333149,10.525386,2.184995,0.646596,4,10,6,5,4,10,6,5,3,11,7,3,3,11,6,5,0.057700,0.109700,0.220950,0.233390,0,1,11:02:2021,19:25:36,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:10:2017,10:48:12,292,292.450139,1.579800,1.590600,1.600000,1.600000,0.062851,0.074842,0.090365,0.092392,58.697101,59.383725,7.088445,0.818697,0.300489,4,9,7,5,4,10,7,4,3,11,7,4,3,10,7,4,0.055900,0.107650,0.220120,0.231920,0,1,11:07:2018,10:48:01,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:10:2017,11:14:37,292,292.468484,1.584700,1.578700,1.600000,1.600000,0.039046,0.024928,0.022827,0.022054,52.659214,53.343859,4.413880,0.487145,0.268725,3,10,8,4,3,10,8,4,3,10,8,2,4,10,8,2,0.054290,0.103690,0.210780,0.222770,0,1,11:07:2018,10:48:22,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:11:2017,18:43:20,316,316.780093,1.591500,1.586700,1.599300,1.600000,0.052874,0.049057,0.040798,0.037303,54.897016,54.213856,6.175843,0.405597,0.054998,3,10,8,3,2,10,8,4,2,10,6,1,4,9,5,2,0.055930,0.105790,0.221410,0.232430,0,1,11:07:2018,10:48:09,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:11:2017,19:09:46,316,316.798449,1.600000,1.588300,1.599300,1.600000,0.085358,0.069497,0.055214,0.041249,60.900614,60.220831,4.549597,0.252681,0.050804,3,10,8,5,2,10,8,3,3,10,7,2,3,10,5,1,0.057700,0.110100,0.231710,0.242370,0,1,11:07:2018,10:48:02,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:11:2017,19:56:19,316,316.830775,1.600000,1.597100,1.600000,1.600000,0.085889,0.072289,0.063280,0.050011,71.380505,70.709560,5.185119,0.162848,0.043008,3,10,7,6,1,10,7,6,3,10,6,5,4,10,6,1,0.062480,0.121740,0.259030,0.268740,0,1,11:07:2018,10:48:28,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:11:2017,20:18:38,316,316.846273,1.533000,1.506100,1.522300,1.530300,0.058905,0.037466,0.038309,0.035210,76.345902,75.681340,3.459462,0.057690,0.043709,3,10,7,6,3,10,7,6,4,10,6,3,4,10,6,4,0.065960,0.130170,0.278580,0.287610,1,1,11:07:2018,10:47:59,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:11:2017,18:43:46,317,317.780394,1.597400,1.574300,1.577000,1.576800,0.025836,0.015265,0.012824,0.012407,54.887971,54.205231,4.321234,0.232439,0.114225,4,10,8,4,4,10,8,4,4,10,8,1,4,10,7,3,0.055930,0.105790,0.221400,0.232420,0,1,11:07:2018,10:48:27,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:11:2017,19:10:16,317,317.798796,1.493500,1.479800,1.477100,1.485900,0.024370,0.011673,0.011998,0.011483,60.902387,60.223149,3.624626,0.105152,0.095605,3,10,8,5,3,10,8,4,3,10,8,2,3,10,7,3,0.057700,0.110100,0.231720,0.242370,0,1,11:07:2018,10:48:12,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:11:2017,19:56:51,317,317.831146,1.444500,1.419000,1.432400,1.443600,0.025305,0.014435,0.014481,0.014800,71.379726,70.709519,2.655831,0.032112,0.083599,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,3,0.062480,0.121740,0.259030,0.268740,1,1,11:07:2018,10:48:17,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:11:2017,20:19:09,317,317.846632,1.423500,1.405600,1.423800,1.427700,0.024386,0.012128,0.011654,0.013138,76.335573,75.671832,3.065130,0.021879,0.081257,3,10,7,6,4,10,7,6,4,10,7,4,4,10,7,5,0.065950,0.130150,0.278530,0.287570,1,1,11:07:2018,10:48:26,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:11:2017,09:26:27,318,318.393368,1.457500,1.435200,1.444500,1.444400,0.086517,0.038803,0.036803,0.036785,74.309196,74.974857,4.894387,0.115131,0.061449,4,10,7,6,4,8,7,6,2,9,7,3,4,8,6,4,0.064080,0.126640,0.272820,0.284580,1,1,11:07:2018,10:48:24,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:11:2017,09:48:49,318,318.408900,1.489500,1.470300,1.480500,1.488200,0.069763,0.041787,0.047932,0.045679,69.320265,69.991786,4.952445,0.126297,0.068021,4,10,7,6,4,9,7,6,2,9,7,4,4,9,7,5,0.061070,0.119070,0.254680,0.266430,1,1,11:07:2018,10:48:13,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:11:2017,18:44:17,318,318.780752,1.600000,1.597200,1.600000,1.600000,0.043346,0.024265,0.020803,0.022655,54.896851,54.214554,4.934852,0.318619,0.140116,3,10,8,4,4,10,8,3,4,10,7,1,4,10,7,2,0.055930,0.105790,0.221410,0.232430,0,1,11:07:2018,10:48:38,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:11:2017,19:10:46,318,318.799144,1.600000,1.583000,1.600000,1.600000,0.049782,0.025399,0.022613,0.021637,60.903023,60.224337,2.916987,0.227940,0.151057,3,10,8,5,3,10,8,5,3,10,8,3,3,10,7,2,0.057700,0.110100,0.231710,0.242370,0,1,11:07:2018,10:49:38,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:11:2017,19:57:24,318,318.831528,1.492600,1.483400,1.500500,1.500400,0.037352,0.016216,0.013866,0.014278,71.381447,70.711983,3.181325,0.022592,0.128691,4,10,7,6,2,10,7,6,4,10,7,4,4,10,7,4,0.062480,0.121750,0.259030,0.268750,1,1,11:07:2018,10:49:14,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:11:2017,20:19:44,318,318.847037,1.519600,1.478600,1.482300,1.478600,0.036866,0.017067,0.016739,0.018644,76.338763,75.675863,2.955817,0.019262,0.132255,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.065950,0.130150,0.278550,0.287590,1,1,11:07:2018,10:49:41,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:11:2017,09:26:16,319,319.393241,1.456200,1.449500,1.460800,1.464500,0.015756,0.011338,0.012607,0.012366,74.298682,74.963543,3.020768,0.017567,0.146269,4,9,7,6,4,10,7,6,4,9,7,6,4,9,7,6,0.064070,0.126610,0.272780,0.284540,1,1,11:07:2018,10:48:21,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:11:2017,09:48:34,319,319.408727,1.466800,1.466400,1.481600,1.483400,0.016104,0.013108,0.013745,0.014046,69.330295,70.001082,3.243819,0.051558,0.148450,4,9,7,6,4,9,7,6,4,9,7,5,4,9,7,6,0.061070,0.119090,0.254710,0.266460,1,1,11:07:2018,10:49:13,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:11:2017,10:35:16,319,319.441157,1.594400,1.569000,1.588700,1.591300,0.025726,0.019101,0.017457,0.016845,58.810097,59.489689,4.221706,0.114069,0.148925,4,10,7,5,4,10,7,4,3,11,7,3,3,10,7,4,0.056880,0.108560,0.229140,0.241000,1,1,11:07:2018,10:48:38,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:11:2017,11:01:47,319,319.459572,1.600000,1.580800,1.600000,1.600000,0.025968,0.021163,0.019711,0.020579,52.785741,53.468746,4.063655,0.157359,0.145405,3,10,8,4,3,10,8,4,4,10,7,1,4,10,7,1,0.055330,0.104640,0.219450,0.231380,0,1,11:07:2018,10:48:28,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:11:2017,18:44:44,319,319.781065,1.600000,1.600000,1.600000,1.600000,0.006377,0.006291,0.006307,0.006317,54.889533,54.207685,15.797411,0.718235,0.240126,4,10,4,4,4,10,2,4,4,10,1,2,4,10,2,1,0.055930,0.105790,0.221400,0.232420,0,1,11:07:2018,10:48:12,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:11:2017,19:57:57,319,319.831910,1.553900,1.513100,1.527800,1.532800,0.012174,0.008811,0.009992,0.010500,71.381978,70.713256,3.261737,0.078302,0.224451,4,10,7,6,4,10,6,5,4,8,5,2,4,8,5,4,0.062480,0.121750,0.259040,0.268750,0,1,11:07:2018,10:48:41,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:11:2017,20:20:17,319,319.847419,1.576100,1.532600,1.537300,1.538500,0.015525,0.013879,0.014629,0.016287,76.333411,75.671337,2.279337,0.020821,0.241699,3,10,7,6,4,10,7,6,4,10,6,3,4,10,7,3,0.065940,0.130140,0.278530,0.287570,1,1,11:07:2018,10:49:17,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:11:2017,09:25:58,320,320.393032,1.386200,1.399900,1.430000,1.450500,0.020475,0.012240,0.012654,0.013813,74.319094,74.983111,2.455481,0.036742,0.211177,3,9,7,6,4,10,7,6,4,9,7,6,4,8,7,6,0.064080,0.126650,0.272860,0.284610,1,1,11:07:2018,10:49:56,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:11:2017,09:48:23,320,320.408600,1.413300,1.427200,1.463700,1.483900,0.025343,0.014136,0.014237,0.014537,69.330519,70.000580,2.474672,0.051126,0.219470,4,9,7,6,4,10,7,6,4,9,7,5,4,10,7,6,0.061070,0.119100,0.254720,0.266460,1,1,11:07:2018,10:49:40,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:11:2017,10:35:07,320,320.441053,1.485500,1.492300,1.541600,1.557200,0.026977,0.019155,0.019911,0.020691,58.812664,59.491707,2.916689,0.112211,0.221827,4,10,7,5,4,10,7,5,3,11,6,4,3,10,8,3,0.056880,0.108560,0.229140,0.241000,1,1,11:07:2018,10:50:03,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:11:2017,11:01:39,320,320.459479,1.548700,1.549300,1.590300,1.600000,0.018578,0.013290,0.015383,0.015513,52.788869,53.471431,3.541564,0.284765,0.220124,3,10,8,4,3,10,8,3,4,10,7,3,4,10,6,4,0.055330,0.104640,0.219450,0.231380,1,1,11:07:2018,10:50:09,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,24:11:2017,18:49:17,328,328.784225,1.587600,1.539000,1.560100,1.566800,0.035444,0.027358,0.031983,0.032881,54.892177,54.214694,2.981681,0.162265,0.209225,4,10,8,4,4,10,8,3,4,10,8,2,4,10,7,1,0.055680,0.105660,0.222190,0.233140,0,1,11:07:2018,10:48:54,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,24:11:2017,19:16:00,328,328.802778,1.330000,1.350900,1.381000,1.394000,0.016919,0.012276,0.014050,0.015200,60.904029,60.231035,3.381857,0.046823,0.202104,3,10,8,5,3,10,6,5,3,10,2,4,3,10,5,4,0.057440,0.110020,0.232590,0.243190,0,1,11:07:2018,10:49:32,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,24:11:2017,20:03:05,328,328.835475,1.483000,1.466800,1.489100,1.492300,0.031704,0.021364,0.021031,0.023666,71.381520,70.719288,2.724254,0.036284,0.166354,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,5,0.062200,0.121770,0.260110,0.269820,1,1,11:07:2018,10:49:03,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,24:11:2017,20:25:39,328,328.851146,1.485800,1.459600,1.468500,1.472700,0.031879,0.024498,0.023786,0.025027,76.332900,75.678026,2.962763,0.016423,0.163986,4,10,7,5,4,10,7,6,4,10,7,5,4,10,7,6,0.065660,0.130280,0.279780,0.288810,1,1,11:07:2018,10:48:46,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,25:11:2017,11:01:25,329,329.459317,1.452900,1.445300,1.461300,1.461100,0.011075,0.008761,0.009531,0.009604,52.832279,53.510535,4.236642,0.270372,0.189746,3,10,8,4,3,10,8,3,4,10,7,2,4,10,8,3,0.054900,0.104090,0.217110,0.228850,0,1,11:07:2018,10:48:32,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,09:12:2017,20:11:56,343,343.841620,1.600000,1.550800,1.541400,1.551300,0.015525,0.014109,0.020279,0.022569,71.367741,70.713626,2.661023,0.070848,0.109853,4,10,7,6,4,10,6,6,4,10,4,5,4,10,3,4,0.061720,0.120400,0.251350,0.261060,0,1,11:07:2018,10:50:24,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,09:12:2017,20:34:49,343,343.857512,1.561800,1.490900,1.483100,1.479000,0.017739,0.011567,0.012855,0.014581,76.323696,75.677657,2.847181,0.040284,0.115100,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,4,0.065160,0.128760,0.269860,0.278940,1,1,11:07:2018,10:49:28,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:12:2017,19:26:31,347,347.810081,1.424100,1.395600,1.404000,1.408700,0.000532,0.000503,0.000500,0.000500,60.887194,60.222106,4.645556,0.120095,0.418642,3,10,8,5,3,10,7,4,3,10,6,3,3,10,3,4,0.056450,0.107800,0.222610,0.233440,0,1,11:07:2018,10:49:53,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:12:2017,11:06:03,348,348.462535,1.349700,1.366000,1.382300,1.386800,0.008971,0.009278,0.013273,0.013340,52.957635,53.628800,2.413222,0.072097,0.247753,3,10,8,4,3,9,4,4,4,8,4,4,4,9,5,3,0.054140,0.102590,0.211600,0.223560,1,1,11:07:2018,10:50:10,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:12:2017,19:00:02,348,348.791690,1.515900,1.503800,1.532700,1.541900,0.022189,0.016465,0.022013,0.023844,54.875330,54.205230,2.301424,0.109909,0.289101,4,10,8,4,4,10,8,4,4,10,8,3,4,10,8,4,0.054710,0.103620,0.213170,0.224300,1,1,11:07:2018,10:50:00,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:12:2017,19:27:03,348,348.810451,1.527400,1.474800,1.478500,1.474100,0.022490,0.020239,0.022291,0.023157,60.884649,60.219759,2.192294,0.052746,0.311361,3,10,8,5,3,10,7,5,3,10,7,4,3,10,4,3,0.056450,0.107800,0.222610,0.233430,1,1,11:07:2018,10:50:12,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:12:2017,09:28:37,349,349.394873,1.536800,1.496700,1.526800,1.535800,0.060626,0.026754,0.032763,0.035676,74.511712,75.158280,1.719774,0.019954,0.124382,4,9,7,6,4,8,7,6,4,8,7,6,4,8,7,6,0.062940,0.124270,0.261240,0.273120,1,1,11:07:2018,10:50:26,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,15:12:2017,09:51:37,349,349.410845,1.466400,1.459900,1.485800,1.495700,0.040890,0.028056,0.031863,0.035866,69.520250,70.174428,1.937677,0.022902,0.136237,4,10,7,6,4,10,7,6,4,9,7,5,4,9,7,6,0.059910,0.116810,0.244290,0.256160,1,1,11:07:2018,10:50:12,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
